pwm_left,pwm_right,rpm_left,rpm_right,target_left,target_right,cs_left,cs_right
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,-0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,-0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,-0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,-0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,-0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,-0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,-0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,-0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,-0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,-0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,-0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,-0.0,0.0032234431710094213,0.011282050982117653
0,0,0.0,0.0,0.0,-0.0,0.0032234431710094213,0.011282050982117653
24,24,0.0,0.0,15.036163330078125,15.036163330078125,0.0032234431710094213,0.011282050982117653
28,27,0.0,0.38461539149284363,15.036163330078125,15.036163330078125,0.0032234431710094213,0.011282050982117653
27,27,1.1538461446762085,1.1538461446762085,15.036163330078125,15.036163330078125,0.0032234431710094213,0.011282050982117653
84,81,2.307692289352417,5.0,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
81,75,8.461538314819336,14.230769157409668,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
69,65,23.461538314819336,26.538461685180664,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
0,0,39.230770111083984,33.07692337036133,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
38,49,44.230770111083984,33.846153259277344,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
42,53,41.92307662963867,31.538461685180664,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
39,52,45.769229888916016,34.615386962890625,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
0,0,47.69231033325195,36.153846740722656,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,48,46.153846740722656,35.0,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
41,52,42.69231033325195,32.69230651855469,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
40,50,45.38461685180664,36.5384635925293,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
38,51,48.46154022216797,37.30769348144531,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
37,50,50.38461685180664,39.615386962890625,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,49,51.92307662963867,42.30769348144531,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
35,47,53.846153259277344,45.0,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
35,46,54.230770111083984,46.92307662963867,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
34,48,55.769229888916016,46.92307662963867,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
34,49,56.92307662963867,46.92307662963867,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
34,49,56.92307662963867,48.07692337036133,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
35,49,57.30769348144531,48.846153259277344,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
35,50,57.69231033325195,49.230770111083984,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,50,57.69231033325195,49.615386962890625,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,50,58.07692337036133,50.769229888916016,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,51,58.846153259277344,50.38461685180664,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,51,59.230770111083984,51.92307662963867,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
35,51,60.0,52.30769348144531,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
35,51,60.38461685180664,53.46154022216797,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,51,60.38461685180664,53.846153259277344,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
35,51,61.5384635925293,54.615386962890625,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,52,61.5384635925293,54.615386962890625,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,51,61.5384635925293,55.769229888916016,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,51,62.30769348144531,56.92307662963867,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,52,62.69231033325195,56.153846740722656,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
35,52,63.07692337036133,57.30769348144531,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
35,52,63.46154022216797,58.07692337036133,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,53,63.07692337036133,57.30769348144531,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,52,63.846153259277344,58.846153259277344,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,53,64.23077392578125,58.846153259277344,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
37,52,63.46154022216797,59.615386962890625,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,52,64.23077392578125,60.0,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,53,64.61538696289062,60.0,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
36,52,64.61538696289062,61.153846740722656,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
37,52,64.23077392578125,61.5384635925293,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
37,51,64.23077392578125,62.69231033325195,69.70289611816406,69.70289611816406,0.00483516464009881,0.012893772684037685
